wahl_jahr;ebene_resultat;geoLevelName;kanton_nummer;kanton_bezeichnung;partei_id;partei_bezeichnung_de;partei_bezeichnung_fr;partei_bezeichnung_it;partei_bezeichnung_en;partei_staerke;flag_staerkste_partei;anzahl_listen;anzahl_kandidierende;anzahl_kandidierende_f;anzahl_kandidierende_m;anzahl_gewaehlte;anzahl_gewaehlte_f;anzahl_gewaehlte_m;frauen_anteil
2023;Kanton;Luzern;3;Luzern;1;FDP;PLR;PLR;FDP;15.423625987;0;11;96;25;71;1;0;1;0
2023;Kanton;Luzern;3;Luzern;2;CVP;PDC;PPD;CVP;;;;;;;;;;
2023;Kanton;Luzern;3;Luzern;3;SP;PS;PS;SP;13.65040668;0;6;54;30;24;2;0;2;0
2023;Kanton;Luzern;3;Luzern;4;SVP;UDC;UDC;SVP;25.778117579;0;4;27;7;20;2;1;1;50
2023;Kanton;Luzern;3;Luzern;7;EVP;PEV;PEV;EVP;0.4711541313;0;1;9;3;6;0;0;0;
2023;Kanton;Luzern;3;Luzern;13;GRÜNE;VERT-E-S;VERDI;GREENS;8.1080344642;0;5;45;21;24;1;0;1;0
2023;Kanton;Luzern;3;Luzern;14;SD;DS;DS;SD;0.080302167;0;1;2;0;2;0;0;0;
2023;Kanton;Luzern;3;Luzern;31;GLP;PVL;PVL;GLP;6.5393372427;0;5;34;9;25;0;0;0;
2023;Kanton;Luzern;3;Luzern;34;Mitte;Centre;Centro;Centre;27.902278193;1;11;99;36;63;3;1;2;33.333333333
2023;Kanton;Luzern;3;Luzern;35;Übrige;Autres;Rimanenti;Others;2.0467435548;0;4;21;5;16;0;0;0;
1991;Kanton;Uri;4;Uri;1;FDP;PLR;PLR;FDP;93.151545614;1;;;;;1;0;1;0
1991;Kanton;Uri;4;Uri;35;Übrige;Autres;Rimanenti;Others;6.8484543855;0;;;;;0;0;0;
1995;Kanton;Uri;4;Uri;1;FDP;PLR;PLR;FDP;86.020280278;1;;;;;1;0;1;0
1995;Kanton;Uri;4;Uri;35;Übrige;Autres;Rimanenti;Others;13.979719722;0;;;;;0;0;0;
1999;Kanton;Uri;4;Uri;1;FDP;PLR;PLR;FDP;81.664641555;1;;;;;1;0;1;0
1999;Kanton;Uri;4;Uri;35;Übrige;Autres;Rimanenti;Others;18.335358445;0;;;;;0;0;0;
2003;Kanton;Uri;4;Uri;1;FDP;PLR;PLR;FDP;36.635859519;1;;;;;1;1;0;100
2003;Kanton;Uri;4;Uri;4;SVP;UDC;UDC;SVP;31.275415896;0;;;;;0;0;0;
2003;Kanton;Uri;4;Uri;13;GRÜNE;VERT-E-S;VERDI;GREENS;30.609981516;0;;;;;0;0;0;
2003;Kanton;Uri;4;Uri;35;Übrige;Autres;Rimanenti;Others;1.4787430684;0;;;;;0;0;0;
2007;Kanton;Uri;4;Uri;1;FDP;PLR;PLR;FDP;87.259059368;1;;;;;1;1;0;100
2007;Kanton;Uri;4;Uri;35;Übrige;Autres;Rimanenti;Others;12.740940632;0;;;;;0;0;0;
2011;Kanton;Uri;4;Uri;1;FDP;PLR;PLR;FDP;74.268041237;1;;;;;1;1;0;100
2011;Kanton;Uri;4;Uri;3;SP;PS;PS;SP;21.468041237;0;;;;;0;0;0;
2011;Kanton;Uri;4;Uri;35;Übrige;Autres;Rimanenti;Others;4.2639175258;0;;;;;0;0;0;
2015;Kanton;Uri;4;Uri;2;CVP;PDC;PPD;CVP;26.846884028;0;;;;;0;0;0;
2015;Kanton;Uri;4;Uri;4;SVP;UDC;UDC;SVP;44.08446829;1;;;;;1;0;1;0
2015;Kanton;Uri;4;Uri;13;GRÜNE;VERT-E-S;VERDI;GREENS;26.282844958;0;;;;;0;0;0;
2015;Kanton;Uri;4;Uri;35;Übrige;Autres;Rimanenti;Others;2.7858027239;0;;;;;0;0;0;
2019;Kanton;Uri;4;Uri;2;CVP;PDC;PPD;CVP;39.205020921;1;;;;;1;0;1;0
2019;Kanton;Uri;4;Uri;3;SP;PS;PS;SP;22.251046025;0;;;;;0;0;0;
2019;Kanton;Uri;4;Uri;4;SVP;UDC;UDC;SVP;36.326359833;0;;;;;0;0;0;
2019;Kanton;Uri;4;Uri;35;Übrige;Autres;Rimanenti;Others;2.2175732218;0;;;;;0;0;0;
2023;Kanton;Uri;4;Uri;2;CVP;PDC;PPD;CVP;;;;;;;;;;
2023;Kanton;Uri;4;Uri;3;SP;PS;PS;SP;;;;;;;;;;
2023;Kanton;Uri;4;Uri;4;SVP;UDC;UDC;SVP;35.341063093;0;;;;;0;0;0;
2023;Kanton;Uri;4;Uri;34;Mitte;Centre;Centro;Centre;62.362595995;1;;;;;1;0;1;0
2023;Kanton;Uri;4;Uri;35;Übrige;Autres;Rimanenti;Others;2.2963409125;0;;;;;0;0;0;
1991;Kanton;Schwyz;5;Schwyz;1;FDP;PLR;PLR;FDP;25.901833235;0;1;3;1;2;1;0;1;0
1991;Kanton;Schwyz;5;Schwyz;2;CVP;PDC;PPD;CVP;32.805195095;1;2;6;2;4;1;0;1;0
1991;Kanton;Schwyz;5;Schwyz;3;SP;PS;PS;SP;19.363333073;0;1;3;1;2;1;0;1;0
1991;Kanton;Schwyz;5;Schwyz;4;SVP;UDC;UDC;SVP;9.1840264218;0;1;3;0;3;0;0;0;
1991;Kanton;Schwyz;5;Schwyz;35;Übrige;Autres;Rimanenti;Others;12.745612175;0;3;4;1;3;0;0;0;
1995;Kanton;Schwyz;5;Schwyz;1;FDP;PLR;PLR;FDP;23.999605877;0;1;3;0;3;1;0;1;0
1995;Kanton;Schwyz;5;Schwyz;2;CVP;PDC;PPD;CVP;27.352111635;1;1;3;1;2;1;0;1;0
1995;Kanton;Schwyz;5;Schwyz;3;SP;PS;PS;SP;19.903193625;0;1;3;1;2;0;0;0;
1995;Kanton;Schwyz;5;Schwyz;4;SVP;UDC;UDC;SVP;21.469831143;0;1;3;0;3;1;0;1;0
1995;Kanton;Schwyz;5;Schwyz;14;SD;DS;DS;SD;3.0987893045;0;1;2;0;2;0;0;0;
1995;Kanton;Schwyz;5;Schwyz;35;Übrige;Autres;Rimanenti;Others;4.1764684148;0;3;7;1;6;0;0;0;
1999;Kanton;Schwyz;5;Schwyz;1;FDP;PLR;PLR;FDP;19.113204547;0;1;3;1;2;1;1;0;100
1999;Kanton;Schwyz;5;Schwyz;2;CVP;PDC;PPD;CVP;27.25474998;0;2;6;1;5;1;0;1;0
1999;Kanton;Schwyz;5;Schwyz;3;SP;PS;PS;SP;16.376500517;0;1;3;1;2;0;0;0;
1999;Kanton;Schwyz;5;Schwyz;4;SVP;UDC;UDC;SVP;35.854400191;1;2;6;1;5;1;0;1;0
1999;Kanton;Schwyz;5;Schwyz;35;Übrige;Autres;Rimanenti;Others;1.4011447651;0;2;2;1;1;0;0;0;
2003;Kanton;Schwyz;5;Schwyz;1;FDP;PLR;PLR;FDP;15.351559204;0;1;4;1;3;0;0;0;
2003;Kanton;Schwyz;5;Schwyz;2;CVP;PDC;PPD;CVP;23.439891995;0;2;7;1;6;1;0;1;0
2003;Kanton;Schwyz;5;Schwyz;3;SP;PS;PS;SP;17.559276269;0;3;8;1;7;1;1;0;100
2003;Kanton;Schwyz;5;Schwyz;4;SVP;UDC;UDC;SVP;43.649272532;1;2;8;1;7;2;0;2;0
2007;Kanton;Schwyz;5;Schwyz;1;FDP;PLR;PLR;FDP;16.727897069;0;3;12;6;6;0;0;0;
2007;Kanton;Schwyz;5;Schwyz;2;CVP;PDC;PPD;CVP;20.100456962;0;2;8;2;6;1;0;1;0
2007;Kanton;Schwyz;5;Schwyz;3;SP;PS;PS;SP;13.922673733;0;3;12;6;6;1;0;1;0
2007;Kanton;Schwyz;5;Schwyz;4;SVP;UDC;UDC;SVP;44.952890804;1;2;8;2;6;2;0;2;0
2007;Kanton;Schwyz;5;Schwyz;7;EVP;PEV;PEV;EVP;0.9448499811;0;1;4;1;3;0;0;0;
2007;Kanton;Schwyz;5;Schwyz;13;GRÜNE;VERT-E-S;VERDI;GREENS;3.3512314509;0;1;4;1;3;0;0;0;
2011;Kanton;Schwyz;5;Schwyz;1;FDP;PLR;PLR;FDP;15.478633335;0;2;8;2;6;1;1;0;100
2011;Kanton;Schwyz;5;Schwyz;2;CVP;PDC;PPD;CVP;20.553776685;0;2;8;3;5;1;0;1;0
2011;Kanton;Schwyz;5;Schwyz;3;SP;PS;PS;SP;15.657458156;0;4;16;8;8;1;0;1;0
2011;Kanton;Schwyz;5;Schwyz;4;SVP;UDC;UDC;SVP;37.984712852;1;4;14;2;12;1;0;1;0
2011;Kanton;Schwyz;5;Schwyz;7;EVP;PEV;PEV;EVP;1.1061818527;0;1;4;2;2;0;0;0;
2011;Kanton;Schwyz;5;Schwyz;13;GRÜNE;VERT-E-S;VERDI;GREENS;3.8312822109;0;2;6;2;4;0;0;0;
2011;Kanton;Schwyz;5;Schwyz;32;BDP;PBD;PBD;BDP;3.4462022145;0;1;4;1;3;0;0;0;
2011;Kanton;Schwyz;5;Schwyz;35;Übrige;Autres;Rimanenti;Others;1.9417526942;0;1;4;1;3;0;0;0;
2015;Kanton;Schwyz;5;Schwyz;1;FDP;PLR;PLR;FDP;20.603321033;0;3;12;5;7;1;1;0;100
2015;Kanton;Schwyz;5;Schwyz;2;CVP;PDC;PPD;CVP;19.453874539;0;3;12;5;7;1;0;1;0
2015;Kanton;Schwyz;5;Schwyz;3;SP;PS;PS;SP;13.087177122;0;2;8;4;4;0;0;0;
2015;Kanton;Schwyz;5;Schwyz;4;SVP;UDC;UDC;SVP;42.634225092;1;2;8;1;7;2;0;2;0
2015;Kanton;Schwyz;5;Schwyz;13;GRÜNE;VERT-E-S;VERDI;GREENS;1.4063653137;0;1;4;1;3;0;0;0;
2015;Kanton;Schwyz;5;Schwyz;31;GLP;PVL;PVL;GLP;2.8150369004;0;2;6;2;4;0;0;0;
2019;Kanton;Schwyz;5;Schwyz;1;FDP;PLR;PLR;FDP;23.098084599;0;5;20;7;13;1;1;0;100
2019;Kanton;Schwyz;5;Schwyz;2;CVP;PDC;PPD;CVP;18.397850201;0;4;16;5;11;1;0;1;0
2019;Kanton;Schwyz;5;Schwyz;3;SP;PS;PS;SP;13.814815178;0;6;24;12;12;0;0;0;
2019;Kanton;Schwyz;5;Schwyz;4;SVP;UDC;UDC;SVP;36.892794445;1;2;8;0;8;2;0;2;0
2019;Kanton;Schwyz;5;Schwyz;7;EVP;PEV;PEV;EVP;0.6026695958;0;1;4;2;2;0;0;0;
2019;Kanton;Schwyz;5;Schwyz;13;GRÜNE;VERT-E-S;VERDI;GREENS;2.6097702108;0;1;4;2;2;0;0;0;
2019;Kanton;Schwyz;5;Schwyz;31;GLP;PVL;PVL;GLP;4.5840157704;0;2;8;1;7;0;0;0;
2023;Kanton;Schwyz;5;Schwyz;1;FDP;PLR;PLR;FDP;19.64331802;0;7;28;11;17;1;1;0;100
2023;Kanton;Schwyz;5;Schwyz;2;CVP;PDC;PPD;CVP;;;;;;;;;;
2023;Kanton;Schwyz;5;Schwyz;3;SP;PS;PS;SP;10.914244911;0;5;20;13;7;0;0;0;
2023;Kanton;Schwyz;5;Schwyz;4;SVP;UDC;UDC;SVP;35.855314097;1;2;8;2;6;2;0;2;0
2023;Kanton;Schwyz;5;Schwyz;7;EVP;PEV;PEV;EVP;0.4507992223;0;1;4;3;1;0;0;0;
2023;Kanton;Schwyz;5;Schwyz;13;GRÜNE;VERT-E-S;VERDI;GREENS;2.7404979439;0;2;8;4;4;0;0;0;
2023;Kanton;Schwyz;5;Schwyz;31;GLP;PVL;PVL;GLP;3.308298491;0;3;12;4;8;0;0;0;
2023;Kanton;Schwyz;5;Schwyz;34;Mitte;Centre;Centro;Centre;17.569125415;0;5;20;8;12;1;0;1;0
2023;Kanton;Schwyz;5;Schwyz;35;Übrige;Autres;Rimanenti;Others;9.5184018996;0;2;3;1;2;0;0;0;
1991;Kanton;Obwalden;6;Obwalden;2;CVP;PDC;PPD;CVP;95.287154757;1;;;;;1;0;1;0
1991;Kanton;Obwalden;6;Obwalden;35;Übrige;Autres;Rimanenti;Others;4.7128452433;0;;;;;0;0;0;
1995;Kanton;Obwalden;6;Obwalden;2;CVP;PDC;PPD;CVP;94.152046784;1;;;;;1;0;1;0
1995;Kanton;Obwalden;6;Obwalden;35;Übrige;Autres;Rimanenti;Others;5.8479532164;0;;;;;0;0;0;
1999;Kanton;Obwalden;6;Obwalden;2;CVP;PDC;PPD;CVP;;;;;;;1;0;1;0
2003;Kanton;Obwalden;6;Obwalden;2;CVP;PDC;PPD;CVP;66.397013068;1;;;;;1;0;1;0
2003;Kanton;Obwalden;6;Obwalden;4;SVP;UDC;UDC;SVP;33.582244348;0;;;;;0;0;0;
2003;Kanton;Obwalden;6;Obwalden;35;Übrige;Autres;Rimanenti;Others;0.0207425845;0;;;;;0;0;0;
2007;Kanton;Obwalden;6;Obwalden;2;CVP;PDC;PPD;CVP;32.500546289;0;;;;;0;0;0;
2007;Kanton;Obwalden;6;Obwalden;3;SP;PS;PS;SP;11.574040353;0;;;;;0;0;0;
2007;Kanton;Obwalden;6;Obwalden;4;SVP;UDC;UDC;SVP;32.944861243;1;;;;;1;0;1;0
2007;Kanton;Obwalden;6;Obwalden;35;Übrige;Autres;Rimanenti;Others;22.980552116;0;;;;;0;0;0;
2011;Kanton;Obwalden;6;Obwalden;4;SVP;UDC;UDC;SVP;43.102014711;0;;;;;0;0;0;
2011;Kanton;Obwalden;6;Obwalden;35;Übrige;Autres;Rimanenti;Others;56.897985289;1;;;;;1;0;1;0
2015;Kanton;Obwalden;6;Obwalden;4;SVP;UDC;UDC;SVP;34.528999868;0;;;;;0;0;0;
2015;Kanton;Obwalden;6;Obwalden;35;Übrige;Autres;Rimanenti;Others;65.471000132;1;;;;;1;0;1;0
2019;Kanton;Obwalden;6;Obwalden;1;FDP;PLR;PLR;FDP;11.591707418;0;;;;;0;0;0;
2019;Kanton;Obwalden;6;Obwalden;2;CVP;PDC;PPD;CVP;36.67607962;0;;;;;0;0;0;
2019;Kanton;Obwalden;6;Obwalden;3;SP;PS;PS;SP;2.9203113162;0;;;;;0;0;0;
2019;Kanton;Obwalden;6;Obwalden;4;SVP;UDC;UDC;SVP;37.275294442;1;;;;;1;1;0;100
2019;Kanton;Obwalden;6;Obwalden;35;Übrige;Autres;Rimanenti;Others;11.536607204;0;;;;;0;0;0;
2023;Kanton;Obwalden;6;Obwalden;1;FDP;PLR;PLR;FDP;47.654509579;0;;;;;0;0;0;
2023;Kanton;Obwalden;6;Obwalden;2;CVP;PDC;PPD;CVP;;;;;;;;;;
2023;Kanton;Obwalden;6;Obwalden;3;SP;PS;PS;SP;;;;;;;;;;
2023;Kanton;Obwalden;6;Obwalden;4;SVP;UDC;UDC;SVP;52.345490421;1;;;;;1;1;0;100
2023;Kanton;Obwalden;6;Obwalden;35;Übrige;Autres;Rimanenti;Others;;;;;;;;;;
1991;Kanton;Nidwalden;7;Nidwalden;2;CVP;PDC;PPD;CVP;97.687977483;1;;;;;1;0;1;0
1991;Kanton;Nidwalden;7;Nidwalden;35;Übrige;Autres;Rimanenti;Others;2.3120225171;0;;;;;0;0;0;
1995;Kanton;Nidwalden;7;Nidwalden;1;FDP;PLR;PLR;FDP;48.111156407;1;;;;;1;0;1;0
1995;Kanton;Nidwalden;7;Nidwalden;2;CVP;PDC;PPD;CVP;32.096752276;0;;;;;0;0;0;
1995;Kanton;Nidwalden;7;Nidwalden;35;Übrige;Autres;Rimanenti;Others;19.792091317;0;;;;;0;0;0;
1999;Kanton;Nidwalden;7;Nidwalden;1;FDP;PLR;PLR;FDP;90.431981811;1;;;;;1;0;1;0
1999;Kanton;Nidwalden;7;Nidwalden;14;SD;DS;DS;SD;8.0143993937;0;;;;;0;0;0;
1999;Kanton;Nidwalden;7;Nidwalden;35;Übrige;Autres;Rimanenti;Others;1.553618795;0;;;;;0;0;0;
2003;Kanton;Nidwalden;7;Nidwalden;1;FDP;PLR;PLR;FDP;88.51980698;1;;;;;1;0;1;0
2003;Kanton;Nidwalden;7;Nidwalden;14;SD;DS;DS;SD;10.234541578;0;;;;;0;0;0;
2003;Kanton;Nidwalden;7;Nidwalden;35;Übrige;Autres;Rimanenti;Others;1.245651442;0;;;;;0;0;0;
2007;Kanton;Nidwalden;7;Nidwalden;1;FDP;PLR;PLR;FDP;;;;;;;1;0;1;0
2011;Kanton;Nidwalden;7;Nidwalden;1;FDP;PLR;PLR;FDP;35.202020202;0;;;;;0;0;0;
2011;Kanton;Nidwalden;7;Nidwalden;4;SVP;UDC;UDC;SVP;45.230078563;1;;;;;1;0;1;0
2011;Kanton;Nidwalden;7;Nidwalden;13;GRÜNE;VERT-E-S;VERDI;GREENS;19.567901235;0;;;;;0;0;0;
2015;Kanton;Nidwalden;7;Nidwalden;4;SVP;UDC;UDC;SVP;82.817529091;1;;;;;1;0;1;0
2015;Kanton;Nidwalden;7;Nidwalden;35;Übrige;Autres;Rimanenti;Others;17.182470909;0;;;;;0;0;0;
2019;Kanton;Nidwalden;7;Nidwalden;2;CVP;PDC;PPD;CVP;35.795983508;0;;;;;0;0;0;
2019;Kanton;Nidwalden;7;Nidwalden;4;SVP;UDC;UDC;SVP;64.204016492;1;;;;;1;0;1;0
2023;Kanton;Nidwalden;7;Nidwalden;1;FDP;PLR;PLR;FDP;14.790124852;0;;;;;0;0;0;
2023;Kanton;Nidwalden;7;Nidwalden;2;CVP;PDC;PPD;CVP;;;;;;;;;;
2023;Kanton;Nidwalden;7;Nidwalden;4;SVP;UDC;UDC;SVP;39.867804079;0;;;;;0;0;0;
2023;Kanton;Nidwalden;7;Nidwalden;34;Mitte;Centre;Centro;Centre;45.342071069;1;;;;;1;1;0;100
1991;Kanton;Glarus;8;Glarus;3;SP;PS;PS;SP;53.692458374;1;;;;;1;0;1;0
1991;Kanton;Glarus;8;Glarus;4;SVP;UDC;UDC;SVP;42.791380999;0;;;;;0;0;0;
1991;Kanton;Glarus;8;Glarus;35;Übrige;Autres;Rimanenti;Others;3.5161606268;0;;;;;0;0;0;
1995;Kanton;Glarus;8;Glarus;3;SP;PS;PS;SP;83.902257042;1;;;;;1;0;1;0
1995;Kanton;Glarus;8;Glarus;35;Übrige;Autres;Rimanenti;Others;16.097742958;0;;;;;0;0;0;
1999;Kanton;Glarus;8;Glarus;3;SP;PS;PS;SP;85.674110835;1;;;;;1;0;1;0
1999;Kanton;Glarus;8;Glarus;35;Übrige;Autres;Rimanenti;Others;14.325889165;0;;;;;0;0;0;
2003;Kanton;Glarus;8;Glarus;3;SP;PS;PS;SP;67.118703769;1;;;;;1;0;1;0
2003;Kanton;Glarus;8;Glarus;35;Übrige;Autres;Rimanenti;Others;32.881296231;0;;;;;0;0;0;
2007;Kanton;Glarus;8;Glarus;3;SP;PS;PS;SP;55.545489841;1;;;;;1;0;1;0
2007;Kanton;Glarus;8;Glarus;4;SVP;UDC;UDC;SVP;35.097709331;0;;;;;0;0;0;
2007;Kanton;Glarus;8;Glarus;35;Übrige;Autres;Rimanenti;Others;9.3568008283;0;;;;;0;0;0;
2011;Kanton;Glarus;8;Glarus;3;SP;PS;PS;SP;24.5584115;0;;;;;0;0;0;
2011;Kanton;Glarus;8;Glarus;32;BDP;PBD;PBD;BDP;61.712754294;1;;;;;1;0;1;0
2011;Kanton;Glarus;8;Glarus;35;Übrige;Autres;Rimanenti;Others;13.728834206;0;;;;;0;0;0;
2015;Kanton;Glarus;8;Glarus;3;SP;PS;PS;SP;45.003321629;0;;;;;0;0;0;
2015;Kanton;Glarus;8;Glarus;32;BDP;PBD;PBD;BDP;51.466261744;1;;;;;1;0;1;0
2015;Kanton;Glarus;8;Glarus;35;Übrige;Autres;Rimanenti;Others;3.5304166271;0;;;;;0;0;0;
2019;Kanton;Glarus;8;Glarus;3;SP;PS;PS;SP;28.192747339;0;;;;;0;0;0;
2019;Kanton;Glarus;8;Glarus;13;GRÜNE;VERT-E-S;VERDI;GREENS;2.7493102089;0;;;;;0;0;0;
2019;Kanton;Glarus;8;Glarus;32;BDP;PBD;PBD;BDP;63.027197477;1;;;;;1;0;1;0
2019;Kanton;Glarus;8;Glarus;35;Übrige;Autres;Rimanenti;Others;6.0307449744;0;;;;;0;0;0;
2023;Kanton;Glarus;8;Glarus;3;SP;PS;PS;SP;23.399209486;0;;;;;0;0;0;
2023;Kanton;Glarus;8;Glarus;4;SVP;UDC;UDC;SVP;42.592885375;1;;;;;1;0;1;0
2023;Kanton;Glarus;8;Glarus;13;GRÜNE;VERT-E-S;VERDI;GREENS;;;;;;;;;;
2023;Kanton;Glarus;8;Glarus;32;BDP;PBD;PBD;BDP;;;;;;;;;;
2023;Kanton;Glarus;8;Glarus;34;Mitte;Centre;Centro;Centre;31.233201581;0;;;;;0;0;0;
2023;Kanton;Glarus;8;Glarus;35;Übrige;Autres;Rimanenti;Others;2.7747035573;0;;;;;0;0;0;
1991;Kanton;Zug;9;Zug;1;FDP;PLR;PLR;FDP;32.864489852;0;1;2;0;2;1;0;1;0
1991;Kanton;Zug;9;Zug;2;CVP;PDC;PPD;CVP;34.189907497;1;1;2;0;2;1;0;1;0
1991;Kanton;Zug;9;Zug;3;SP;PS;PS;SP;16.074140549;0;1;1;0;1;0;0;0;
1991;Kanton;Zug;9;Zug;12;FGA;AVF;AVF;FGA;10.130470799;0;1;2;0;2;0;0;0;
1991;Kanton;Zug;9;Zug;35;Übrige;Autres;Rimanenti;Others;6.7409913019;0;1;1;1;0;0;0;0;
1995;Kanton;Zug;9;Zug;1;FDP;PLR;PLR;FDP;22.527444922;0;1;3;1;2;1;0;1;0
1995;Kanton;Zug;9;Zug;2;CVP;PDC;PPD;CVP;27.114577838;1;1;3;1;2;1;0;1;0
1995;Kanton;Zug;9;Zug;3;SP;PS;PS;SP;16.985706032;0;1;3;1;2;1;0;1;0
1995;Kanton;Zug;9;Zug;4;SVP;UDC;UDC;SVP;15.163162258;0;1;3;0;3;0;0;0;
1995;Kanton;Zug;9;Zug;12;FGA;AVF;AVF;FGA;10.396412691;0;1;3;1;2;0;0;0;
1995;Kanton;Zug;9;Zug;35;Übrige;Autres;Rimanenti;Others;7.8126962595;0;3;4;2;2;0;0;0;
1999;Kanton;Zug;9;Zug;1;FDP;PLR;PLR;FDP;25.661683496;0;1;3;1;2;1;0;1;0
1999;Kanton;Zug;9;Zug;2;CVP;PDC;PPD;CVP;26.363797728;1;1;3;1;2;1;0;1;0
1999;Kanton;Zug;9;Zug;3;SP;PS;PS;SP;23.276270117;0;1;3;1;2;0;0;0;
1999;Kanton;Zug;9;Zug;4;SVP;UDC;UDC;SVP;21.429275797;0;1;3;1;2;1;0;1;0
1999;Kanton;Zug;9;Zug;35;Übrige;Autres;Rimanenti;Others;3.2689728621;0;1;3;0;3;0;0;0;
2003;Kanton;Zug;9;Zug;1;FDP;PLR;PLR;FDP;22.362441749;0;2;6;2;4;0;0;0;
2003;Kanton;Zug;9;Zug;2;CVP;PDC;PPD;CVP;22.895018669;0;2;6;0;6;1;0;1;0
2003;Kanton;Zug;9;Zug;3;SP;PS;PS;SP;13.438883904;0;1;3;1;2;0;0;0;
2003;Kanton;Zug;9;Zug;4;SVP;UDC;UDC;SVP;27.704612772;1;2;6;1;5;1;0;1;0
2003;Kanton;Zug;9;Zug;12;FGA;AVF;AVF;FGA;13.599042905;0;1;3;2;1;1;0;1;0
2007;Kanton;Zug;9;Zug;1;FDP;PLR;PLR;FDP;21.509735731;0;2;6;2;4;0;0;0;
2007;Kanton;Zug;9;Zug;2;CVP;PDC;PPD;CVP;23.315541835;0;2;6;2;4;1;0;1;0
2007;Kanton;Zug;9;Zug;3;SP;PS;PS;SP;9.0783135891;0;2;6;4;2;0;0;0;
2007;Kanton;Zug;9;Zug;4;SVP;UDC;UDC;SVP;29.093749419;1;3;9;3;6;1;0;1;0
2007;Kanton;Zug;9;Zug;13;GRÜNE;VERT-E-S;VERDI;GREENS;17.002659426;0;2;6;3;3;1;0;1;0
2011;Kanton;Zug;9;Zug;1;FDP;PLR;PLR;FDP;19.230078736;0;2;6;2;4;1;0;1;0
2011;Kanton;Zug;9;Zug;2;CVP;PDC;PPD;CVP;24.29022082;0;2;6;3;3;1;0;1;0
2011;Kanton;Zug;9;Zug;3;SP;PS;PS;SP;5.2721568225;0;1;2;2;0;0;0;0;
2011;Kanton;Zug;9;Zug;4;SVP;UDC;UDC;SVP;28.310806767;1;2;6;0;6;1;0;1;0
2011;Kanton;Zug;9;Zug;13;GRÜNE;VERT-E-S;VERDI;GREENS;15.364229352;0;2;6;2;4;0;0;0;
2011;Kanton;Zug;9;Zug;31;GLP;PVL;PVL;GLP;6.7904559172;0;2;6;1;5;0;0;0;
2011;Kanton;Zug;9;Zug;35;Übrige;Autres;Rimanenti;Others;0.7420515846;0;1;3;2;1;0;0;0;
2015;Kanton;Zug;9;Zug;1;FDP;PLR;PLR;FDP;17.640051762;0;2;6;2;4;1;0;1;0
2015;Kanton;Zug;9;Zug;2;CVP;PDC;PPD;CVP;26.442938066;0;2;6;3;3;1;0;1;0
2015;Kanton;Zug;9;Zug;3;SP;PS;PS;SP;13.752795893;0;5;15;8;7;0;0;0;
2015;Kanton;Zug;9;Zug;4;SVP;UDC;UDC;SVP;30.459597734;1;3;9;0;9;1;0;1;0
2015;Kanton;Zug;9;Zug;13;GRÜNE;VERT-E-S;VERDI;GREENS;7.1574869953;0;3;9;6;3;0;0;0;
2015;Kanton;Zug;9;Zug;31;GLP;PVL;PVL;GLP;3.5804574553;0;1;3;1;2;0;0;0;
2015;Kanton;Zug;9;Zug;35;Übrige;Autres;Rimanenti;Others;0.9666720942;0;1;2;0;2;0;0;0;
2019;Kanton;Zug;9;Zug;1;FDP;PLR;PLR;FDP;14.676798965;0;3;9;3;6;0;0;0;
2019;Kanton;Zug;9;Zug;2;CVP;PDC;PPD;CVP;23.781401048;0;4;12;8;4;1;0;1;0
2019;Kanton;Zug;9;Zug;3;SP;PS;PS;SP;9.345428552;0;7;21;9;12;0;0;0;
2019;Kanton;Zug;9;Zug;4;SVP;UDC;UDC;SVP;26.610899312;1;3;9;2;7;1;0;1;0
2019;Kanton;Zug;9;Zug;7;EVP;PEV;PEV;EVP;0.8203417523;0;1;3;1;2;0;0;0;
2019;Kanton;Zug;9;Zug;13;GRÜNE;VERT-E-S;VERDI;GREENS;19.229525495;0;5;15;11;4;1;1;0;100
2019;Kanton;Zug;9;Zug;31;GLP;PVL;PVL;GLP;5.5356048744;0;2;6;3;3;0;0;0;
2023;Kanton;Zug;9;Zug;1;FDP;PLR;PLR;FDP;12.962143922;0;3;7;3;4;0;0;0;
2023;Kanton;Zug;9;Zug;2;CVP;PDC;PPD;CVP;;;;;;;;;;
2023;Kanton;Zug;9;Zug;3;SP;PS;PS;SP;5.1550444739;0;4;12;6;6;0;0;0;
2023;Kanton;Zug;9;Zug;4;SVP;UDC;UDC;SVP;30.237358101;1;6;18;5;13;1;0;1;0
2023;Kanton;Zug;9;Zug;7;EVP;PEV;PEV;EVP;0.515176831;0;1;3;1;2;0;0;0;
2023;Kanton;Zug;9;Zug;13;GRÜNE;VERT-E-S;VERDI;GREENS;16.239946271;0;7;21;13;8;1;1;0;100
2023;Kanton;Zug;9;Zug;31;GLP;PVL;PVL;GLP;6.199321834;0;5;15;6;9;0;0;0;
2023;Kanton;Zug;9;Zug;34;Mitte;Centre;Centro;Centre;24.938162399;0;4;12;5;7;1;0;1;0
2023;Kanton;Zug;9;Zug;35;Übrige;Autres;Rimanenti;Others;3.7528461677;0;4;11;5;6;0;0;0;
1991;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;1;FDP;PLR;PLR;FDP;16.138513676;0;1;6;1;5;1;0;1;0
