id,date,titre_court_de,titre_court_fr,titre_court_en,titre_complet_de,titre_complet_fr,mot_cle,swissvoteslink,forme,d1e1,d1e2,d1e3,d2e1,d2e2,d2e3,d3e1,d3e2,d3e3,cf-pos,legislature,annee_legislatur,info_br-de,info_br-fr,info_br-en,info_amt-de,info_amt-fr,info_amt-en,easyvideo_de,easyvideo_fr,p-fdp,p-sps,p-svp,p-mitte,p-evp,p-gps,p-glp,p-pda,p-sd,p-edu,p-fps,p-lega,p-kvp,p-mcg,p-ucsp,p-cvp,p-bdp,p-lps,p-ldu,p-poch,p-rep,p-eco,p-sgv,p-sbv,p-sgb,p-travs,p-sav,p-vsa,p-vpod,p-voev,p-tcs,p-vcs,p-acs,p-sbk,p-ssv,p-gem,p-kdk,p-kkjpd,p-gdk,p-ldk,p-vdk,p-sodk,p-endk,p-fdk,p-edk,p-bpuk,w-fdp,w-sp,w-svp,w-mitte,w-evp,w-gps,w-glp,w-csp,w-pda,w-sd,w-edu,w-fps,w-lega,w-kvp,w-mcg,w-cvp,w-bdp,w-lps,w-ldu,w-poch,w-rep,w-ubrige,ja-lager,nein-lager,keinepar-summe,freigabe-summe,unbekannt-summe,neutral-summe,poster_ja_mfg,poster_nein_mfg,volk,stand,annahme,berecht,stimmen,bet,leer,ungultig,gultig,volkja,volknein,volkja-proz,kt-ja,kt-nein,ktjaproz,zh-berecht,zh-stimmen,zh-bet,zh-gultig,zh-ja,zh-nein,zh-japroz,zh-annahme,be-berecht,be-stimmen,be-bet,be-gultig,be-ja,be-nein,be-japroz,be-annahme,lu-berecht,lu-stimmen,lu-bet,lu-gultig,lu-ja,lu-nein,lu-japroz,lu-annahme,ur-berecht,ur-stimmen,ur-bet,ur-gultig,ur-ja,ur-nein,ur-japroz,ur-annahme,sz-berecht,sz-stimmen,sz-bet,sz-gultig,sz-ja,sz-nein,sz-japroz,sz-annahme,ow-berecht,ow-stimmen,ow-bet,ow-gultig,ow-ja,ow-nein,ow-japroz,ow-annahme,nw-berecht,nw-stimmen,nw-bet,nw-gultig,nw-ja,nw-nein,nw-japroz,nw-annahme,gl-berecht,gl-stimmen,gl-bet,gl-gultig,gl-ja,gl-nein,gl-japroz,gl-annahme,zg-berecht,zg-stimmen,zg-bet,zg-gultig,zg-ja,zg-nein,zg-japroz,zg-annahme,fr-berecht,fr-stimmen,fr-bet,fr-gultig,fr-ja,fr-nein,fr-japroz,fr-annahme,so-berecht,so-stimmen,so-bet,so-gultig,so-ja,so-nein,so-japroz,so-annahme,bs-berecht,bs-stimmen,bs-bet,bs-gultig,bs-ja,bs-nein,bs-japroz,bs-annahme,bl-berecht,bl-stimmen,bl-bet,bl-gultig,bl-ja,bl-nein,bl-japroz,bl-annahme,sh-berecht,sh-stimmen,sh-bet,sh-gultig,sh-ja,sh-nein,sh-japroz,sh-annahme,ar-berecht,ar-stimmen,ar-bet,ar-gultig,ar-ja,ar-nein,ar-japroz,ar-annahme,ai-berecht,ai-stimmen,ai-bet,ai-gultig,ai-ja,ai-nein,ai-japroz,ai-annahme,sg-berecht,sg-stimmen,sg-bet,sg-gultig,sg-ja,sg-nein,sg-japroz
540,08.02.2009,Weiterführung der Personenfreizügigkeit Schweiz–EU und Ausdehnung auf Bulgarien und Rumänien,Reconduction de la libre circulation des personnes Suisse–UE et extension à la Bulgarie et à la Roumanie,,Bundesbeschluss über die Genehmigung der Weiterführung des Freizügigkeitsabkommens zwischen der Schweiz und der Europäischen Gemeinschaft sowie über die Genehmigung des Protokolls über die Ausdehnung des Abkommens auf Bulgarien und Rumänien,"Arrêté fédéral portant approbation de la reconduction de l’accord entre la Suisse et la Communauté européenne et ses Etats membres sur la libre circulation des personnes, ainsi qu’approbation et mise en œuvre du protocole visant à étendre l’accord sur la libre circulation à la Bulgarie et à la Roumanie",.,https://swissvotes.ch/vote/540.00,2.00,2.00,2.20,2.22,.,.,.,.,.,.,1.00,48.00,2007-2011,,,,,,,.,.,1.00,1.00,2.00,9999.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,.,.,1.00,1.00,1.00,1.00,9999.00,9999.00,9999.00,1.00,1.00,1.00,1.00,1.00,1.00,9999.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15.80,19.50,28.90,.,2.40,9.60,1.40,0.40,0.70,0.50,1.30,0.10,0.60,.,0.10,14.50,.,1.90,0.00,0.00,0.00,2.40,65.50,32.10,0.00,0.00,2.50,.,https://www.emuseum.ch/objects/88789/,https://www.emuseum.ch/objects/109673/,1.00,3.00,1.00,4999618.00,2572040.00,51.44,18897.00,8112.00,2545031.00,1517132.00,1027899.00,59.61,19.50,3.50,84.78,856095.00,438598.00,51.23,435527.00,269543.00,165984.00,61.89,1.00,703313.00,324384.00,46.12,322134.00,202569.00,119565.00,62.88,1.00,250963.00,128383.00,51.16,126709.00,73601.00,53108.00,58.09,1.00,25841.00,11359.00,43.96,11202.00,5807.00,5395.00,51.84,1.00,95967.00,52176.00,54.37,51949.00,22562.00,29387.00,43.43,0.00,24318.00,13221.00,54.37,12889.00,6738.00,6151.00,52.28,1.00,29964.00,17391.00,58.04,17007.00,8548.00,8459.00,50.26,1.00,25684.00,13890.00,54.08,13786.00,6754.00,7032.00,48.99,0.00,71043.00,39668.00,55.84,39525.00,23410.00,16115.00,59.23,1.00,177788.00,87957.00,49.47,86855.00,56025.00,30830.00,64.50,1.00,169906.00,85677.00,50.43,85209.00,49268.00,35941.00,57.82,1.00,113577.00,64130.00,56.46,63424.00,42390.00,21034.00,66.84,1.00,185371.00,93887.00,50.65,92645.00,58603.00,34042.00,63.26,1.00,48850.00,33312.00,68.19,31846.00,17278.00,14568.00,54.25,1.00,37179.00,19853.00,53.40,19760.00,11325.00,8435.00,57.31,1.00,10989.00,5192.00,47.25,5078.00,2369.00,2709.00,46.65,0.00,303175.00,155327.00,51.23,154774.00,86092.00,68682.00,55.62
541,17.05.2009,Verfassungsartikel zur Komplementärmedizin,Article constitutionnel sur les médecines complémentaires,,Verfassungsartikel «Zukunft mit Komplementärmedizin»,Article constitutionnel «Pour la prise en compte des médecines complémentaires»,Gegenentwurf zur zurückgezogenen Volksinitiative «Ja zur Komplementärmedizin»,https://swissvotes.ch/vote/541.00,4.00,10.00,10.10,10.11,10.00,10.20,10.24,.,.,.,1.00,48.00,2007-2011,,,,,,,.,.,1.00,1.00,2.00,9999.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,1.00,2.00,.,1.00,1.00,1.00,9999.00,9999.00,9999.00,9999.00,2.00,1.00,5.00,1.00,1.00,.,9999.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15.80,19.50,28.90,.,2.40,9.60,1.40,0.40,0.70,0.50,1.30,0.10,0.60,.,0.10,14.50,.,1.90,0.00,0.00,0.00,2.40,65.40,30.30,0.00,0.00,4.40,.,.,.,1.00,1.00,1.00,5010873.00,1944259.00,38.80,23413.00,5392.00,1915454.00,1283894.00,631560.00,67.03,23.00,0.00,100.00,858347.00,340893.00,39.72,337296.00,210351.00,126945.00,62.36,1.00,704854.00,252454.00,35.82,249371.00,166997.00,82374.00,66.97,1.00,252042.00,98597.00,39.12,96575.00,62837.00,33738.00,65.07,1.00,25925.00,10446.00,40.29,10172.00,5953.00,4219.00,58.52,1.00,95939.00,38315.00,39.94,37996.00,22436.00,15560.00,59.05,1.00,24401.00,8877.00,36.38,8619.00,5354.00,3265.00,62.12,1.00,29942.00,11410.00,38.11,11115.00,7203.00,3912.00,64.80,1.00,25683.00,6762.00,26.33,6705.00,4021.00,2684.00,59.97,1.00,70804.00,31001.00,43.78,30816.00,19993.00,10823.00,64.88,1.00,178542.00,58091.00,32.54,57419.00,41607.00,15812.00,72.46,1.00,170161.00,72014.00,42.32,71384.00,47118.00,24266.00,66.01,1.00,113712.00,52243.00,45.94,51521.00,35181.00,16340.00,68.28,1.00,185269.00,80962.00,43.70,79479.00,53594.00,25885.00,67.43,1.00,48866.00,28819.00,58.98,26956.00,15348.00,11608.00,56.94,1.00,37379.00,16172.00,43.26,16025.00,11103.00,4922.00,69.29,1.00,11032.00,3303.00,29.94,3205.00,2139.00,1066.00,66.74,1.00,304151.00,102033.00,33.55,101399.00,63844.00,37555.00,62.96
542,17.05.2009,Einführung des biometrischen Passes,Introduction du passeport biométrique,,Bundesbeschluss über die Genehmigung und die Umsetzung des Notenaustauschs zwischen der Schweiz und der Europäischen Gemeinschaft betreffend die Übernahme der Verordnung (EG) Nr. 2252/2004 über biometrische Pässe und Reisedokumente (Weiterentwicklung des Schengen-Besitzstands),Arrêté fédéral portant approbation et mise en œuvre de l’échange de notes entre la Suisse et la Communauté européenne concernant la reprise du Règlement (CE) 2252/2004 relatif aux passeports biométriques et aux documents de voyage (Développement de l’Acquis de Schengen),.,https://swissvotes.ch/vote/542.00,2.00,1.00,1.60,1.66,2.00,2.20,2.22,.,.,.,1.00,48.00,2007-2011,,,,,,,.,.,1.00,2.00,2.00,9999.00,1.00,2.00,5.00,2.00,2.00,2.00,2.00,2.00,2.00,.,2.00,1.00,1.00,9999.00,9999.00,9999.00,9999.00,1.00,1.00,1.00,3.00,2.00,1.00,9999.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15.80,19.50,28.90,.,2.40,9.60,1.40,0.40,0.70,0.50,1.30,0.10,0.60,.,0.10,14.50,.,1.90,0.00,0.00,0.00,2.40,32.70,61.60,0.00,1.40,4.40,.,.,.,1.00,3.00,1.00,5010873.00,1942857.00,38.77,36473.00,5718.00,1900666.00,953173.00,947493.00,50.15,9.00,14.00,39.13,858347.00,340757.00,39.70,335307.00,174217.00,161090.00,51.96,1.00,704854.00,252455.00,35.82,246273.00,122134.00,124139.00,49.59,0.00,252042.00,98482.00,39.07,95947.00,55230.00,40717.00,57.56,1.00,25925.00,10407.00,40.14,10119.00,4980.00,5139.00,49.21,0.00,95939.00,38364.00,39.99,37975.00,17574.00,20401.00,46.28,0.00,24401.00,8867.00,36.34,8564.00,4715.00,3849.00,55.06,1.00,29942.00,11388.00,38.03,11047.00,6025.00,5022.00,54.54,1.00,25683.00,6767.00,26.35,6669.00,3332.00,3337.00,49.96,0.00,70804.00,30953.00,43.72,30561.00,16898.00,13663.00,55.29,1.00,178542.00,58004.00,32.49,56767.00,30124.00,26643.00,53.07,1.00,170161.00,71964.00,42.29,70894.00,36789.00,34105.00,51.89,1.00,113712.00,52006.00,45.73,50788.00,24929.00,25859.00,49.08,0.00,185269.00,80956.00,43.70,79028.00,39447.00,39581.00,49.92,0.00,48866.00,28815.00,58.97,26795.00,11919.00,14876.00,44.48,0.00,37379.00,16132.00,43.16,15936.00,7443.00,8493.00,46.71,0.00,11032.00,3318.00,30.08,3203.00,1542.00,1661.00,48.14,0.00,304151.00,101910.00,33.51,100840.00,50799.00,50041.00,50.38
543,27.09.2009,Zusatzfinanzierung der Invalidenversicherung,Financement additionnel de l'Assurance-invalidité,,Bundesbeschluss über eine befristete Zusatzfinanzierung der Invalidenversicherung durch Anhebung der Mehrwertsteuersätze,Arrêté fédéral relatif au financement additionnel de l'AI par un relèvement temporaire des taux de la TVA,.,https://swissvotes.ch/vote/543.00,1.00,10.00,10.20,10.22,10.00,10.30,10.37,6.00,6.10,6.14,1.00,48.00,2007-2011,,,,,,,.,.,1.00,1.00,2.00,9999.00,1.00,1.00,1.00,3.00,2.00,2.00,2.00,2.00,2.00,.,1.00,1.00,1.00,9999.00,9999.00,9999.00,9999.00,1.00,1.00,1.00,1.00,1.00,.,9999.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15.80,19.50,28.90,.,2.40,9.60,1.40,0.40,0.70,0.50,1.30,0.10,0.60,.,0.10,14.50,.,1.90,0.00,0.00,0.00,2.40,63.60,31.40,0.70,0.00,4.40,.,https://www.emuseum.ch/objects/115810/ https://www.emuseum.ch/objects/115811/ https://www.emuseum.ch/objects/115812/ https://www.emuseum.ch/objects/109449/,https://www.emuseum.ch/objects/125873/,1.00,1.00,1.00,5030915.00,2063128.00,41.01,17630.00,5950.00,2039548.00,1112818.00,926730.00,54.56,12.00,11.00,52.17,862636.00,343918.00,39.87,341832.00,187465.00,154367.00,54.84,1.00,706767.00,281790.00,39.87,279141.00,151331.00,127810.00,54.21,1.00,253372.00,101514.00,40.07,100223.00,53194.00,47029.00,53.08,1.00,25947.00,12174.00,46.92,11915.00,5160.00,6755.00,43.31,0.00,96282.00,37427.00,38.87,37313.00,15781.00,21532.00,42.29,0.00,24625.00,9838.00,39.95,9661.00,4152.00,5509.00,42.98,0.00,30009.00,12362.00,41.19,12166.00,5517.00,6649.00,45.35,0.00,25760.00,10248.00,39.78,10190.00,4575.00,5615.00,44.90,0.00,70620.00,34674.00,49.10,34444.00,16943.00,17501.00,49.19,0.00,179576.00,74987.00,41.76,73920.00,43694.00,30226.00,59.11,1.00,170533.00,70787.00,41.51,70439.00,32548.00,37891.00,46.21,0.00,113725.00,51397.00,45.19,50877.00,31908.00,18969.00,62.72,1.00,185757.00,71781.00,38.64,70933.00,40583.00,30350.00,57.21,1.00,49023.00,31192.00,63.63,29545.00,13168.00,16377.00,44.57,0.00,37415.00,16545.00,44.22,16466.00,7396.00,9070.00,44.92,0.00,11102.00,3885.00,34.99,3800.00,1358.00,2442.00,35.74,0.00,305106.00,129328.00,42.39,128616.00,59311.00,69305.00,46.11
544,27.09.2009,Verzicht auf die Einführung der allgemeinen Volksinitiative,Suppression de l'initiative populaire générale,,Bundesbeschluss über den Verzicht auf die Einführung der allgemeinen Volksinitiative,Arrêté fédéral portant suppression de l'initiative populaire générale,.,https://swissvotes.ch/vote/544.00,1.00,1.00,1.40,1.41,.,.,.,.,.,.,1.00,48.00,2007-2011,,,,,,,.,.,1.00,1.00,1.00,9999.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,2.00,2.00,.,1.00,1.00,1.00,9999.00,9999.00,9999.00,9999.00,.,1.00,1.00,.,1.00,.,9999.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15.80,19.50,28.90,.,2.40,9.60,1.40,0.40,0.70,0.50,1.30,0.10,0.60,.,0.10,14.50,.,1.90,0.00,0.00,0.00,2.40,94.40,1.30,0.00,0.00,4.40,.,.,.,1.00,1.00,1.00,5030915.00,2034093.00,40.43,100726.00,7466.00,1925901.00,1307237.00,618664.00,67.88,23.00,0.00,100.00,862636.00,336004.00,38.95,323600.00,230943.00,92657.00,71.37,1.00,706767.00,281798.00,39.87,265438.00,184525.00,80913.00,69.52,1.00,253372.00,98788.00,38.99,94564.00,62778.00,31786.00,66.39,1.00,25947.00,11750.00,45.28,11016.00,5898.00,5118.00,53.54,1.00,96282.00,36916.00,38.34,36180.00,22121.00,14059.00,61.14,1.00,24625.00,9727.00,39.50,9200.00,6125.00,3075.00,66.58,1.00,30009.00,12201.00,40.66,11590.00,7883.00,3707.00,68.02,1.00,25760.00,10136.00,39.35,9659.00,6436.00,3223.00,66.63,1.00,70620.00,34028.00,48.18,32836.00,21388.00,11448.00,65.14,1.00,179576.00,73697.00,41.04,68056.00,45028.00,23028.00,66.16,1.00,170533.00,70267.00,41.20,68067.00,40688.00,27379.00,59.78,1.00,113725.00,50107.00,44.06,47601.00,32728.00,14873.00,68.75,1.00,185757.00,70755.00,38.09,67764.00,48766.00,18998.00,71.96,1.00,49023.00,30969.00,63.17,26773.00,15620.00,11153.00,58.34,1.00,37415.00,15992.00,42.74,15537.00,10144.00,5393.00,65.29,1.00,11102.00,3850.00,34.68,3682.00,2241.00,1441.00,60.86,1.00,305106.00,125372.00,41.09,121135.00,77917.00,43218.00,64.32
545,29.11.2009,Spezialfinanzierung für Aufgaben im Luftverkehr,Financement spécial en faveur du trafic aérien,,Bundesbeschluss zur Schaffung einer Spezialfinanzierung für Aufgaben im Luftverkehr,Arrêté fédéral sur la création d'un financement spécial en faveur de tâches dans le domaine du trafic aérien,.,https://swissvotes.ch/vote/545.00,1.00,8.00,8.40,.,.,.,.,.,.,.,1.00,48.00,2007-2011,,,,,,,.,.,1.00,5.00,1.00,9999.00,2.00,2.00,1.00,2.00,5.00,1.00,2.00,1.00,2.00,.,2.00,1.00,1.00,9999.00,9999.00,9999.00,9999.00,1.00,1.00,1.00,.,.,1.00,9999.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15.80,19.50,28.90,.,2.40,9.60,1.40,0.40,0.70,0.50,1.30,0.10,0.60,.,0.10,14.50,.,1.90,0.00,0.00,0.00,2.40,62.50,13.20,0.00,20.00,4.40,.,.,.,1.00,1.00,1.00,5039676.00,2652205.00,52.63,163305.00,12105.00,2476795.00,1609682.00,867113.00,64.99,23.00,0.00,100.00,864730.00,449645.00,52.00,423408.00,292802.00,130606.00,69.15,1.00,707025.00,368070.00,52.06,341550.00,224815.00,116735.00,65.82,1.00,253818.00,133552.00,52.62,126718.00,83168.00,43550.00,65.63,1.00,25949.00,12959.00,49.94,12285.00,7285.00,5000.00,59.30,1.00,96397.00,48672.00,50.49,47233.00,27172.00,20061.00,57.53,1.00,24680.00,14935.00,60.51,13616.00,8877.00,4739.00,65.20,1.00,30006.00,16777.00,55.91,15692.00,10847.00,4845.00,69.12,1.00,25750.00,11903.00,46.23,11238.00,7333.00,3905.00,65.25,1.00,70903.00,42760.00,60.31,41200.00,28205.00,12995.00,68.46,1.00,179912.00,91526.00,50.87,85156.00,54778.00,30378.00,64.33,1.00,170721.00,93946.00,55.03,90011.00,54822.00,35189.00,60.91,1.00,113740.00,63807.00,56.10,59256.00,39207.00,20049.00,66.17,1.00,185704.00,93619.00,50.41,88498.00,58328.00,30170.00,65.91,1.00,49000.00,34103.00,69.60,29013.00,18239.00,10774.00,62.86,1.00,37387.00,20986.00,56.13,20344.00,13087.00,7257.00,64.33,1.00,11138.00,5412.00,48.59,5144.00,3137.00,2007.00,60.98,1.00,305694.00,157599.00,51.55,152130.00,96544.00,55586.00,63.46
546,29.11.2009,Initiative «Für ein Verbot von Kriegsmaterial-Exporten»,Initiative «Pour l'interdiction d'exporter du matériel de guerre»,,Volksinitiative «Für ein Verbot von Kriegsmaterial-Exporten»,Initiative populaire «Pour l'interdiction d'exporter du matériel de guerre»,.,https://swissvotes.ch/vote/546.00,3.00,2.00,2.60,.,3.00,3.20,3.23,.,.,.,2.00,48.00,2007-2011,,,,,,,.,.,2.00,1.00,2.00,9999.00,5.00,1.00,5.00,1.00,2.00,2.00,2.00,2.00,2.00,.,1.00,2.00,2.00,9999.00,9999.00,9999.00,9999.00,2.00,2.00,2.00,3.00,5.00,2.00,9999.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15.80,19.50,28.90,.,2.40,9.60,1.40,0.40,0.70,0.50,1.30,0.10,0.60,.,0.10,14.50,.,1.90,0.00,0.00,0.00,2.40,30.20,61.70,0.00,3.80,4.40,.,https://www.emuseum.ch/objects/92450/ https://www.emuseum.ch/objects/92747/ https://www.emuseum.ch/objects/93108/,.,0.00,0.00,0.00,5039676.00,2690488.00,53.39,45910.00,9290.00,2635288.00,837156.00,1798132.00,31.77,0.00,23.00,0.00,864730.00,461263.00,53.34,454116.00,153968.00,300148.00,33.90,0.00,707025.00,368062.00,52.06,360240.00,106940.00,253300.00,29.69,0.00,253818.00,136257.00,53.68,133453.00,34194.00,99259.00,25.62,0.00,25949.00,13435.00,51.77,13203.00,2063.00,11140.00,15.63,0.00,96397.00,49412.00,51.26,48960.00,9877.00,39083.00,20.17,0.00,24680.00,15101.00,61.19,14619.00,2796.00,11823.00,19.13,0.00,30006.00,17050.00,56.82,16554.00,1987.00,14567.00,12.00,0.00,25750.00,12019.00,46.68,11864.00,2601.00,9263.00,21.92,0.00,70903.00,43671.00,61.59,43183.00,10957.00,32226.00,25.37,0.00,179912.00,92479.00,51.40,90730.00,26327.00,64403.00,29.02,0.00,170721.00,95117.00,55.71,93904.00,24610.00,69294.00,26.21,0.00,113740.00,65362.00,57.47,64080.00,30075.00,34005.00,46.93,0.00,185704.00,95606.00,51.48,93324.00,31896.00,61428.00,34.18,0.00,49000.00,34256.00,69.91,32509.00,9740.00,22769.00,29.96,0.00,37387.00,21484.00,57.46,21255.00,6035.00,15220.00,28.39,0.00,11138.00,5383.00,48.33,5244.00,1209.00,4035.00,23.05,0.00,305694.00,162435.00,53.14,160747.00,42545.00,118202.00,26.47
547,29.11.2009,Initiative «Gegen den Bau von Minaretten»,Initiative «Contre la construction de minarets»,,Volksinitiative «Gegen den Bau von Minaretten»,Initiative populaire «Contre la construction de minarets»,Minarett-Initiative,https://swissvotes.ch/vote/547.00,3.00,12.00,12.30,.,1.00,1.60,1.62,.,.,.,2.00,48.00,2007-2011,,,,,,,.,.,2.00,2.00,1.00,9999.00,2.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,2.00,.,2.00,2.00,2.00,9999.00,9999.00,9999.00,9999.00,2.00,3.00,.,2.00,2.00,2.00,9999.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15.80,19.50,28.90,.,2.40,9.60,1.40,0.40,0.70,0.50,1.30,0.10,0.60,.,0.10,14.50,.,1.90,0.00,0.00,0.00,2.40,31.40,64.30,0.00,0.00,4.40,.,https://www.emuseum.ch/objects/92010/ https://www.emuseum.ch/objects/92011/ https://www.emuseum.ch/objects/109875/ https://www.emuseum.ch/objects/115164/,https://www.emuseum.ch/objects/92070/ https://www.emuseum.ch/objects/92071/,1.00,1.00,1.00,5039676.00,2709287.00,53.76,30519.00,9318.00,2669450.00,1535010.00,1134440.00,57.50,19.50,3.50,84.78,864730.00,466910.00,53.99,462579.00,239656.00,222923.00,51.81,1.00,707025.00,367978.00,52.05,363442.00,221082.00,142360.00,60.83,1.00,253818.00,137325.00,54.10,134947.00,82603.00,52344.00,61.21,1.00,25949.00,13486.00,51.97,13269.00,8464.00,4805.00,63.79,1.00,96397.00,49739.00,51.60,49407.00,32752.00,16655.00,66.29,1.00,24680.00,15049.00,60.98,14627.00,9131.00,5496.00,62.43,1.00,30006.00,17094.00,56.97,16569.00,10399.00,6170.00,62.76,1.00,25750.00,12080.00,46.91,12009.00,8259.00,3750.00,68.77,1.00,70903.00,43871.00,61.87,43455.00,24632.00,18823.00,56.68,1.00,179912.00,92702.00,51.53,91196.00,50970.00,40226.00,55.89,1.00,170721.00,96068.00,56.27,95137.00,60844.00,34293.00,63.95,1.00,113740.00,65919.00,57.96,65035.00,31454.00,33581.00,48.36,0.00,185704.00,96700.00,52.07,94884.00,56789.00,38095.00,59.85,1.00,49000.00,34412.00,70.23,33171.00,21065.00,12106.00,63.50,1.00,37387.00,21763.00,58.21,21583.00,13749.00,7834.00,63.70,1.00,11138.00,5538.00,49.72,5422.00,3874.00,1548.00,71.45,1.00,305694.00,164531.00,53.82,163606.00,107765.00,55841.00,65.87
548,07.03.2010,Verfassungsartikel über die Forschung am Menschen,Article constitutionnel concernant la recherche sur l'être humain,,Bundesbeschluss zu einem Verfassungsartikel über die Forschung am Menschen,Arrêté fédéral relatif à un article constitutionnel concernant la recherche sur l’être humain,.,https://swissvotes.ch/vote/548.00,1.00,11.00,11.40,.,.,.,.,.,.,.,1.00,48.00,2007-2011,,,,,,,.,.,1.00,1.00,2.00,9999.00,1.00,5.00,1.00,.,1.00,2.00,1.00,.,2.00,.,1.00,1.00,1.00,9999.00,9999.00,9999.00,9999.00,1.00,.,.,.,.,.,9999.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15.80,19.50,28.90,.,2.40,9.60,1.40,0.40,0.70,0.50,1.30,0.10,0.60,.,0.10,14.50,.,1.90,0.00,0.00,0.00,2.40,54.60,30.20,0.00,9.60,5.70,.,.,.,1.00,1.00,1.00,5051169.00,2297548.00,45.49,75974.00,8919.00,2212655.00,1708488.00,504167.00,77.21,23.00,0.00,100.00,867568.00,396827.00,45.74,383205.00,298736.00,84469.00,77.96,1.00,707615.00,303154.00,42.84,292493.00,220535.00,71958.00,75.40,1.00,254770.00,112024.00,43.97,108683.00,81689.00,26994.00,75.16,1.00,25966.00,11814.00,45.50,11338.00,7557.00,3781.00,66.65,1.00,96746.00,44209.00,45.70,43408.00,29088.00,14320.00,67.01,1.00,24783.00,14009.00,56.53,13124.00,9192.00,3932.00,70.04,1.00,30039.00,16891.00,56.23,16010.00,11981.00,4029.00,74.83,1.00,25792.00,10672.00,41.38,10286.00,7448.00,2838.00,72.41,1.00,71005.00,34213.00,48.18,33399.00,25268.00,8131.00,75.65,1.00,180715.00,87238.00,48.27,83354.00,66512.00,16842.00,79.79,1.00,170568.00,74898.00,43.91,73161.00,53740.00,19421.00,73.45,1.00,113666.00,56346.00,49.57,53915.00,41462.00,12453.00,76.90,1.00,185737.00,81254.00,43.75,78427.00,62551.00,15876.00,79.76,1.00,49017.00,30139.00,61.49,26625.00,18045.00,8580.00,67.77,1.00,37442.00,17307.00,46.22,16981.00,11856.00,5125.00,69.82,1.00,11267.00,4114.00,36.51,3972.00,2884.00,1088.00,72.61,1.00,306065.00,127430.00,41.63,124751.00,92046.00,32705.00,73.78
549,07.03.2010,Tierschutzanwalt-Initiative,Initiative pour l'institution d'un avocat de la protection des animaux,,Volksinitiative «Gegen Tierquälerei und für einen besseren Rechtsschutz der Tiere (Tierschutzanwalt-Initiative)»,Initiative populaire «Contre les mauvais traitements envers les animaux et pour une meilleure protection juridique de ces derniers (Initiative pour l’institution d’un avocat de la protection des animaux)»,.,https://swissvotes.ch/vote/549.00,3.00,9.00,9.30,9.38,.,.,.,.,.,.,2.00,48.00,2007-2011,,,,,,,.,.,2.00,1.00,2.00,9999.00,1.00,1.00,1.00,.,1.00,2.00,1.00,.,2.00,.,2.00,2.00,2.00,9999.00,9999.00,9999.00,9999.00,.,.,2.00,.,.,.,9999.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15.80,19.50,28.90,.,2.40,9.60,1.40,0.40,0.70,0.50,1.30,0.10,0.60,.,0.10,14.50,.,1.90,0.00,0.00,0.00,2.40,33.50,60.90,0.00,0.00,5.70,.,.,.,0.00,0.00,0.00,5051169.00,2314490.00,45.82,30171.00,7447.00,2276872.00,671731.00,1605141.00,29.50,0.00,23.00,0.00,867568.00,401505.00,46.28,395900.00,144410.00,251490.00,36.48,0.00,707615.00,303158.00,42.84,299111.00,90996.00,208115.00,30.42,0.00,254770.00,113162.00,44.42,111469.00,26491.00,84978.00,23.77,0.00,25966.00,12094.00,46.58,11925.00,2205.00,9720.00,18.49,0.00,96746.00,44534.00,46.03,44300.00,9184.00,35116.00,20.73,0.00,24783.00,14004.00,56.51,13631.00,2213.00,11418.00,16.24,0.00,30039.00,17027.00,56.68,16565.00,3161.00,13404.00,19.08,0.00,25792.00,10694.00,41.46,10613.00,3129.00,7484.00,29.48,0.00,71005.00,34897.00,49.15,34656.00,9038.00,25618.00,26.08,0.00,180715.00,87781.00,48.57,86597.00,16625.00,69972.00,19.20,0.00,170568.00,75412.00,44.21,74820.00,23170.00,51650.00,30.97,0.00,113666.00,56915.00,50.07,55697.00,24661.00,31036.00,44.28,0.00,185737.00,82051.00,44.18,80508.00,29113.00,51395.00,36.16,0.00,49017.00,30227.00,61.67,28428.00,9676.00,18752.00,34.04,0.00,37442.00,17592.00,46.98,17497.00,4899.00,12598.00,28.00,0.00,11267.00,4151.00,36.84,4085.00,672.00,3413.00,16.45,0.00,306065.00,129073.00,42.17,128187.00,35872.00,92315.00,27.98
